Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Web Developer,Downtown Real Estate Solutions,Lahore,https://pk.indeed.com/company/Downtown-Real-Estate-Solutions/jobs/Web-Developer-ec7e61bea189e864?fccid=a382486449f7934c&vjs=3,"Rs 35,000 a month",Internship,Posted 30+ days ago,Hiring 2 candidates for this role,"We are looking for web develper have expertise in WordPress, knowledge or HTML & CSS, should experince developing elementor based websites, a knowledge of RealEstate tools will be a plus.
Proficiencies: Adobe Creative SuiteWordpress DevelopmenntBasic SEO KnowledgeRealEstate based Themes & Tools
Job Types: Full-time, Part-time, Contract, InternshipContract length: 12 monthsPart-time hours: 48 per week
Salary: Up to Rs35,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Frontend Developer,Unduit,Lahore,https://pk.indeed.com/company/Unduit/jobs/Frontend-Developer-ee6f2887ef827933?fccid=ecbcf6f28060c28d&vjs=3,,Full-time,Posted 2 days ago,Hiring 1 candidate for this role,"Job Description
MEET UNDUIT
Located in the heart of Chicago, one of the most vibrant cities in the USA, Unduit is on the mission to transform ITAD (IT Asset Disposition) industry through its proprietary app-based platform. The platform allows enterprises to build custom programs by utilizing relevant apps and integrations into existing technology platforms to: 1) drive a dramatic reduction in the cost of ownership of assets, 2) enhance device-level security through a chain of custody, and 3) enhance productivity and collaboration across IT team on a global level for asset management.
Office Location: Daftarkhawan Gulberg-3, Lahore
Office Timings: 10:00 AM to 6:00 PM
Role Overview – Front-End Developer
We are looking for an ambitious and self-driven Front-end Developer to join our team.As a Front-end Developer, you will be responsible for implementing visual elements that users see and interact within a web application, which makes your role very crucial for us.
Your Role is to:

Use a variety of programming languages in order to create user-friendly web pages
Maintain and improve company website
Work in multidisciplinary team with other professionals such as back-end developers and web designers
Build high-quality mockups and design different prototypes
Provide high-quality graphics and visual elements
Optimize our web applications for maximum speed

About you:

2+ Experience as a Front-end Developer
Experience with Vue.js
Experience with HTML, CSS, JavaScript, jQuery and Bootstrap
Excellent knowledge of browser troubleshooting and debugging practices and techniques
Professional work ethic (highly preferable)
Excellent communication skills

About us:

We believe in a work culture that fosters growth and productivity
We hunt for people who are young, motivated and ready to make a difference
We invest time in our team, and always look out for each other
We try our best to make Unduit one of the most stress-free places to work at

Job Type: Full-time
Salary: Rs120,000.00 - Rs150,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Application Deadline: 01/05/2023Expected Start Date: 01/05/2023"
Senior C#/.NET Developer,Tectah,Lahore,https://pk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AK3362-jHyvkTTswWP_CbtAyyl281BnDf2ZQL2eSWJOpPq845PHLgLHZKID415S3tSjwHeoJJS5HWd8K2Nw7KNxhbSlO1GSLQedJoPzcyB8SCLQ_Djtp1Ich5ewU7FzRf3oo-55cTG-qhB3r0AWulzhjORr9vLm-LV-8OiPof7oeTZqwCH8cqJejolWShh9WWYc-u5rB4bG8w3vpNre4uMW5vmxv1W2jGfldU-BwUEQiFSlDTGLEUzQQqhQmPBVwbo1_Q83cUJkADqrHGmUlcrw3zidhZ2Ou_kpTpiT6ZoXeLDBJ_CZ9XaOSJndWbv2tJ1Gkio_aptzvj0GfULH0U4C0DoL9ZvkVuOgQXsxNf9ILS_Mp8M1D-1RNu_lesLK2WUx6o5taFebHdBPs3cZSCmKhT8J08PLcoN84kcm-88awdjxVY6U3Nj13RHk1wpfZPGMZGpzNQoa6AX0HNVuBrlUXTpwzLUvz6J8bJcU_6JD2_mLvqmaDcwRbsMUVB95MIhW59T3-YHFjcNXRAhqf42&xkcb=SoCM-_M3RxdU5RQHpx0KbzkdCdPP&p=12&fvj=1&vjs=3,"Rs 95,000 a month",Full-time,Posted 3 days ago,Application response rate: 92%,"Tectah is a US, UK and Ireland based card payments and technology software provider to SME’s.
We provide our customers with the solutions they need to make their business a success. These solutions include POS Software and Systems, mobile apps for ordering and web apps for engaging with consumers either through loyalty or reservations. By linking these solutions to the Tectah EPoS (till) system, we help hospitality brands to understand their customers’ behaviour and preferences, enabling them to excel in an increasingly competitive market.
What you'll do
You will be responsible for creating and implementing the POS Software for the F&B and Grocery Market. You will help to modernise the hospitality industry by working on the latest features and improvements for these applications. You will feel a sense of pride when you see the work you do having a direct positive impact in this industry.
Your day will be split between writing new features, improving existing code, code reviews, and story estimation. We believe in making things better and are always open to new ideas that can help the team work better.
Working within an agile delivery team, you will participate in all aspects of delivering software projects. You will participate in the technical design, development, and maintenance of our environments. You will ensure quality by writing unit tests and performing code reviews.
Who you are
You will enjoy a fast-paced development environment and writing good quality code is important to you. You will have had experience writing complex applications in at least one OO programming language but you will enjoy learning new technologies and be happy to sometimes work on code written in a language you haven’t used before.
You will have experience with desktop application development and be at home writing SQL queries and stored procedures and designing new database schemas. You will have time to help out your colleagues and not be afraid to ask them for help sometimes. You will be keen to bring suggestions for improvements to ensure the team continues to produce industry-leading tools and technologies.
You MUST be able to demonstrate strong experience in the following areas:

Proven industry experience with desktop applications
3+ years minimum experience in writing applications in one or more of the following: C#, .NET Core, .NET Framework
Experience with one of the following: Winforms, WPF
Experience with Microsoft SQL, including stored procedures, indexes, triggers, and functions
Experience designing and implementing solutions with modern architecture patterns (Microservices, SOA, APIs, Web Services)
Experience writing unit tests
Knowledge of Computer Science fundamentals
Knowledge of design principles such as SOLID, DRY
Knowledge and experience using CI/CD tools like Git
Ability to translate business goals into technology solutions
Strong communication skills, good team player

You will have an interest in and may be able to demonstrate experience in:

Experience in web technologies
Experience in app development
Deploying Docker containers and Kubernetes
Cloud platforms such as AWS, Azure
TDD and BDD

What we require:
Access to a computer with strong internet connection
UK Shift Pattern, we ask our staff to work 9am – 5pm GMT.
What we value
Passion, Teamwork, Innovation and Professionalism are the values we believe make us the company we are. We’re looking for someone who understands great culture and will help us shape it as it evolves.
Job Type: Full-time
Salary: Rs95,000.00 per month
Schedule:

UK shift

Experience:

Senior C#/.NET Developer: 3 years (Required)
"
Software Engineer (ReactJS),Novapex Software Technologies,Lahore,https://pk.indeed.com/company/Novapex-Software-Technologies/jobs/Software-Engineer-3e9eefbe338418e9?fccid=983deb61a3766e11&vjs=3,"Rs 35,000 - Rs 80,000 a month",Full-time,Posted 22 days ago,Hiring 2 candidates for this role,"We have multiple openings for developers with good knowledge in React.
Your responsibilities will include developing the interactive and data-intensive user interfaces and components. You should be highly motivated to quickly learn new concepts and technologies. We also expect you to take challenges and come up with innovative solutions.
Qualifications:- Minimum bachelors degree- minimum 1 to 2 years programming experience in ReactJS and Typescript- Good knowledge of coding and web best practices- Good knowledge of REST API and JSON to integrate them in UI components- Should be able to translate designs and wireframes into UI components- Good quantitative, problem-solving, technical and analytical skills- Good communication (verbal and written) skills- Quick learner- Motivated to take challenges
NOTE: Salary is negotiable and will be based on your experience and skill set.
Job Type: Full-time
Salary: Rs35,000.00 - Rs80,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Preferred)

Education:

Bachelor's (Preferred)

Application Deadline: 31/03/2023"
Front End Developer,Dev Lodges Technologies,Lahore,https://pk.indeed.com/company/Dev-Lodges/jobs/Front-End-Developer-ea15a6c069043b43?fccid=ef500204493c1982&vjs=3,,Internship,Posted 3 days ago,Hiring 1 candidate for this role,"A tech startup in Lahore, Pakistan is looking for a Front-End Developer. The Developer will be in charge of keeping up with technological advancements and completing ongoing Projects.
Job Responsibilities:

Work cross-functionally with other teams to execute Service Projects
Play a critical role in the full development cycle including technical design, development, test, experimentation, analysis, and launch
Conduct code review and design docs, giving feedback on Project specs
Work in close collaboration with a team of thoughtful, fast-moving, and motivated engineers
Contribute to standards that improve developer workflows and recommend best practices
Continuously learn and improve your technical and non-technical abilities

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science
Basic knowledge of one or more front-end web frameworks such as LIT, Polymer, React, Vue, or Angular with experience working with CSS
Excellent communication and interpersonal skills
Fluent in verbal and written English

Note: Fresh Graduates & Students of Final year are highly encouraged to apply.
Job Types: Full-time, Internship, New-Grad
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

Do you live in Lahore? ( If no, then Pls do not apply for this position)
"
MERN Stack Developer (Onsite),Enxsys,Lahore,https://pk.indeed.com/company/Enxsys/jobs/Mern-Stack-Developer-56853e7cc4d21062?fccid=5dade4249968ce3e&vjs=3,"Rs 40,000 - Rs 100,000 a month",Full-time,Posted 2 days ago,Hiring 2 candidates for this role,"Company Overview:
Enxsys is a fast-growing software company that provides innovative software solutions to businesses across multiple industries. Our aim is to empower our clients to achieve their business goals by optimizing their operations, enhancing their productivity, and increasing profitability.
For the professional development and growth of our employees, we provide our team with the necessary tools, courses, and equipment to enable them to be more productive and work to their full potential. Additionally, we offer a competitive salary package and a dynamic work environment that encourages professional growth and development. If you are passionate about sales and business development and want to work for a company that values its employees, we invite you to apply.
We are looking for MERN stack developers with strong technical backgrounds and communication skills.
Requirements:
- Experienced in the following tech

React Js
Node Js
JavaScript & TypeScript
MongoDB - Mongoose
Git

- BSC degree in CS or relevant field
- Strong experience with React Hooks
- Familiar with JavaScript Unit Testing
- Can take architectural decisions
- Designing a modern highly responsive web-based user interface
- Translating designs and wireframes into high-quality code and pixel-perfect react code.
- Learn and understand user interactions
- Understanding of databases in SQL, and NoSQL.
- Ability to work independently with minimum supervision.
- Strong understanding of Agile Methodology & Practices (Scrum / Kanban)
- Excellent communication and understanding skills
- A knack for benchmarking and optimization
What we offer:
- Market-leading Salary
- Flexible working hours
- Employee Performance-based bonuses
- Yearly excursion trips.
- Conveyance Allowance
- Sick Leaves / Casual Leaves
Job Type: Full-time
Salary: Rs40,000.00 - Rs100,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Experience:

MERN Stack Development (Required)
"
ReactJs Front-End Developer,"Cbeyond Pvt, Ltd",Lahore,"https://pk.indeed.com/company/Cbeyond-Pvt,-Ltd/jobs/Reactj-Front-End-Developer-4854f5ac28d4edcb?fccid=51f75eb71c678b3b&vjs=3",,Full-time,Posted 18 days ago,Hiring 1 candidate for this role,"Frontend Developer (React, JavaScript)
We are looking for a Frontend (React & JavaScript) Engineer to join us for a full-time position who is proficient with React and JavaScript. Your primary focus will be on developing data intensive user interface components and ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.
Responsibilities

Developing new user-facing features using React.
Build web applications with web development best practices
Building reusable components and front-end libraries for future use
Translating designs and wireframes into high quality code
Work with back-end developers to integrate UI components with APIs and databases
Optimizing components for maximum performance across a vast array of web-capable devices and browsers
Write high-quality, scalable, and reusable code

Requirements & Skills

Experience building web applications and web services using HTML, CSS, JavaScript, and RESTful APIs
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Thorough understanding of React and its core principles and concepts such as state, props, hooks, contexts and lifecycle methods
Knowledge of modern authorization mechanisms, such as JSON Web Token
Familiarity with modern front-end build pipelines and tools
Experience with common front-end development tools such as Babel, Webpack, Yarn, etc.
Ability to understand business requirements and translate them into technical requirements
Familiarity with code versioning tools (such as Git)
Familiarity with JavaScript libraries like node.js, axios, reach-router, etc.

Job Type: Full-time
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Web Developer,Golden Keystone (Software House),Lahore,https://pk.indeed.com/company/The-Golden-Keystone/jobs/Web-Developer-dd45508ffd6e142c?fccid=3a8c8aacd4e0fe59&vjs=3,"Rs 40,000 - Rs 70,000 a month",Full-time,Posted 3 days ago,Application response rate: 58%,"Designing and implementing new features and functionality for websites using WordPress
Establishing and guiding the website's architecture to ensure high performance
, scalability, and security
Creating and customizing WordPress themes and plugins
Liaising with clients, stakeholders, and other developers to understand requirements and provide technical solutions
Troubleshooting and resolving website problems for clients and co-workers
Staying up to date with the latest developments in WordPress and related technologies
Maintaining and updating existing WordPress websites
Conducting WordPress training sessions for clients and co-workers
Managing web development projects from start to finish
Ensuring that websites are optimized for speed
, search engines, and user experience
Collaborating with designers, writers, and other stakeholders to create engaging and effective websites using WordPress.
A good WordPress Developer should have a solid understanding of web fundamentals such as PHP, HTML, JavaScript, and CSS. They should also have experience with WordPress-specific technologies like custom post types, taxonomies, and the WordPress REST API. Strong communication skills are important, as WordPress Developers often work closely with clients and other team members to ensure successful project outcomes.
Job Type: Full-time
Pay: Rs40,000.00 - Rs70,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Front-End Developer,Eteksol,Lahore,https://pk.indeed.com/rc/clk?jk=0790deac497a49b7&fccid=9d6b5bf8b3db95a2&vjs=3,,N/A,Posted 5 days ago,,"


  To strengthen our IT staff, we're seeking for a competent front-end developer. You will be in charge of developing our internet apps' ""client-side."" You should be able to transform the requirements of our business and our clients into engaging interactive solutions. 
 

  This position is ideal for you if you want to advance your career while developing code to create a user-friendly environment. We want you to be a tech-savvy professional who has a love for combining usability and attractive design. You should also be enthusiastic about modern digital technology. 
 

  In the end, you should be able to design a digital environment for our business that is both functional and attractive while still offering a top-notch user experience. 
 

Front End Developer Responsibilities 

Choosing the structure and layout of web pages. 
Considering user experience influences design choices. 
Integrating new features to enhance user experience 
Finding balance in the design between functionality and aesthetics. 
Ensuring mobile friendliness in web design. 
Building reusable code for the future. 
Increasing the scalability and performance of web pages. 
Creating web pages using various markup languages. 
Ensuring that the design adheres to the brand's aesthetic. 



Front End Developer Requirements 

Possess a degree in computer science or an area that is closely related. 
Knowledge of the main principles of design. 
Proficiency with JavaScript, HTML, CSS, and jQuery. 
Having understanding of CSS server-side. 
Knowing how to use graphic design software like Adobe Illustrator. 
Knowledge of adaptive and responsive design. 
Understanding of the SEO fundamentals. 
Fairly good at fixing problems. 
Outstanding verbal communication abilities. 
Strong interpersonal abilities.



"
Front End Developer,Sharp Brains,Lahore,https://pk.indeed.com/company/Sharp-Brains---Global-IT-Support/jobs/Front-End-Developer-2409becee66844ca?fccid=9af27c7c89adb31a&vjs=3,"Rs 70,000 - Rs 80,000 a month",Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"Front-end developers use HTML, CSS, and JavaScript to build the client side of a website. They are responsible for building the visual elements on a page, such as the layout, buttons, menus, forms, and other features that users will see and interact with when they visit a webpage. In contrast with back-end developers, who handle the business logic and data management requirements that power websites from behind the scenes, front-end developers must have a firm grasp of web design fundamentals and the overall user experience of a website.

Develop static and responsive designs and templates.
Transform app designs into front-end code with HTML, CSS, and JavaScript
Work with back-end developers to integrate UI components with APIs and databases Gather and refine specifications and requirements based on technical requirements or UX design
Debug errors, troubleshoot issues, and perform routine performance optimizations On-site search engine optimization (SEO)
Write high-quality, scalable, general and reusable code
Stay plugged into emerging technologies and industry trends
Familiarity with browser testing and debugging techniques
Familiarity with version control stacks is plus point.
Understanding of layout aesthetics.

Job Qualifications and Skill Sets:

Bachelor's degree in computer science or a related field
Minimum of 2 years of experience developing modern, responsive, and cross-browser-compatible websites using HTML, CSS, and JavaScript
Technical knowledge of ReactJS or AngularJS
Experience with JavaScript and jQuery (validations, checks, events, etc.).
Proficiency with HTML5, including semantic HTML5 elements, Bootstrap, microformats, and WAI-ARIA
Proficiency with HTML5, including semantic HTML5 elements, microformats, and WAI-ARIA
Familiarity with CSS preprocessors such as Sass, Less, or Stylus
Working knowledge of SEO principles
Experience with build tools such as Grunt, Gulp, or Webpack
Basic proficiency with Photoshop and web design
Experience with cross-browser compatibility testing

Job Type: Full-time
Salary: Rs70,000.00 - Rs80,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Experience:

JavaScript: 2 years (Required)
HTML5: 2 years (Required)
ReactJS: 1 year (Required)
"
